Zip,City,State,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint
1583,West Boylston,MA,42.359842,-71.787,-5,1,"42.359842, -71.787"
2632,Centerville,MA,41.658718,-70.34658,-5,1,"41.658718, -70.34658"
1263,Stockbridge,MA,42.3929,-73.228483,-5,1,"42.3929, -73.228483"
1088,West Hatfield,MA,42.388831,-72.6321,-5,1,"42.388831, -72.6321"
1115,Springfield,MA,42.102894,-72.591633,-5,1,"42.102894, -72.591633"
1350,Monroe Bridge,MA,42.712257,-72.97629,-5,1,"42.712257, -72.97629"
1904,Lynn,MA,42.490421,-70.96579,-5,1,"42.490421, -70.96579"
2241,Boston,MA,42.338947,-70.919635,-5,1,"42.338947, -70.919635"
2345,Manomet,MA,41.888198,-70.581029,-5,1,"41.888198, -70.581029"
2019,Bellingham,MA,42.075122,-71.47953,-5,1,"42.075122, -71.47953"
2703,Attleboro,MA,41.928099,-71.31456,-5,1,"41.928099, -71.31456"
1375,Sunderland,MA,42.449978,-72.56302,-5,1,"42.449978, -72.56302"
1806,Woburn,MA,42.446396,-71.459405,-5,1,"42.446396, -71.459405"
1144,Springfield,MA,42.101796,-72.59151,-5,1,"42.101796, -72.59151"
1057,Monson,MA,42.089269,-72.317,-5,1,"42.089269, -72.317"
1830,Haverhill,MA,42.78519,-71.07011,-5,1,"42.78519, -71.07011"
1107,Springfield,MA,42.120193,-72.6061,-5,1,"42.120193, -72.6061"
2482,Wellesley,MA,42.300096,-71.30336,-5,1,"42.300096, -71.30336"
1906,Saugus,MA,42.462796,-71.0098,-5,1,"42.462796, -71.0098"
2204,Boston,MA,42.338947,-70.919635,-5,1,"42.338947, -70.919635"
2584,Nantucket,MA,41.277794,-70.046019,-5,1,"41.277794, -70.046019"
2030,Dover,MA,42.23888,-71.28241,-5,1,"42.23888, -71.28241"
2194,Needham,MA,42.292547,-71.225799,-5,1,"42.292547, -71.225799"
2574,West Falmouth,MA,41.603946,-70.638189,-5,1,"41.603946, -70.638189"
2635,Cotuit,MA,41.625037,-70.44317,-5,1,"41.625037, -70.44317"
1090,West Springfield,MA,42.170731,-72.604842,-5,1,"42.170731, -72.604842"
1854,Lowell,MA,42.649758,-71.33348,-5,1,"42.649758, -71.33348"
2540,Falmouth,MA,41.56105,-70.61968,-5,1,"41.56105, -70.61968"
1474,West Townsend,MA,42.669408,-71.74578,-5,1,"42.669408, -71.74578"
2538,East Wareham,MA,41.782915,-70.64881,-5,1,"41.782915, -70.64881"
2102,Boston,MA,42.338947,-70.919635,-5,1,"42.338947, -70.919635"
2474,Arlington,MA,42.419496,-71.15635,-5,1,"42.419496, -71.15635"
